,G,D
69,33.598426818847656,-12.292001724243164
70,18.90764617919922,-12.495925903320312
71,19.5986385345459,-10.055448532104492
72,30.973846435546875,-10.136139869689941
73,33.19264221191406,-10.419715881347656
74,15.04763412475586,-11.069833755493164
75,0.957066535949707,-11.139461517333984
76,23.627368927001953,-7.145033836364746
77,28.814695358276367,-9.695599555969238
78,6.808094501495361,-11.200416564941406
79,29.70551300048828,-10.839146614074707
80,32.97511291503906,-11.105453491210938
81,27.09330940246582,-11.363703727722168
82,37.15070343017578,-12.36650562286377
83,9.321754455566406,-13.420639038085938
84,49.15705108642578,-12.674989700317383
85,23.49508285522461,-10.410475730895996
86,52.65571212768555,-13.726508140563965
87,74.72671508789062,-15.437156677246094
88,79.598388671875,-13.808648109436035
89,28.09333038330078,-12.367431640625
90,12.15782356262207,-14.179498672485352
91,17.733402252197266,-14.868875503540039
92,-1.3370057344436646,-14.991350173950195
93,22.885578155517578,-11.512081146240234
94,47.49903869628906,-11.045536041259766
95,59.06879806518555,-10.773940086364746
96,67.21133422851562,-12.658437728881836
97,39.34870147705078,-11.118416786193848
98,26.750289916992188,-9.261594772338867
99,19.354894638061523,-9.947188377380371
100,20.19072723388672,-10.382652282714844
101,58.67190170288086,-11.158623695373535
102,43.074920654296875,-10.010736465454102
103,13.666328430175781,-12.246147155761719
104,8.351336479187012,-10.63938045501709
105,29.73000144958496,-10.80294132232666
106,31.940296173095703,-9.969791412353516
107,44.08495330810547,-10.091233253479004
108,30.991741180419922,-10.48306655883789
109,16.634443283081055,-7.903712272644043
110,21.496232986450195,-9.731626510620117
111,29.810691833496094,-9.838615417480469
112,18.243173599243164,-9.856314659118652
113,36.52142333984375,-10.23762035369873
114,37.37293243408203,-9.65705680847168
115,31.283206939697266,-8.205907821655273
116,13.217000007629395,-9.40924072265625
117,-5.268677711486816,-11.748457908630371
118,-0.4369283616542816,-9.598302841186523
119,9.498832702636719,-9.53262710571289
120,4.115693092346191,-8.338022232055664
121,32.54827880859375,-10.746526718139648
122,39.10750961303711,-10.38236141204834
123,-3.040252208709717,-7.8759918212890625
124,-2.581794261932373,-8.053892135620117
125,8.331281661987305,-8.10669994354248
126,-4.00782585144043,-8.629322052001953
127,16.354015350341797,-7.765845775604248
128,3.083927631378174,-8.861926078796387
129,1.5719573497772217,-8.173456192016602
130,-3.1855411529541016,-8.256729125976562
131,2.434532642364502,-8.281817436218262
132,6.364371299743652,-8.976140975952148
133,0.7789493799209595,-7.997887134552002
134,-4.6195831298828125,-7.567639350891113
135,17.088184356689453,-8.233247756958008
136,17.37579345703125,-8.548096656799316
137,-8.232038497924805,-9.00279426574707
138,-5.607257843017578,-9.43362045288086
139,0.46108341217041016,-7.746098041534424
140,-13.958847045898438,-8.428361892700195
141,-0.12542438507080078,-8.291290283203125
142,-6.743941307067871,-7.691657543182373
143,8.75729751586914,-7.680580139160156
144,-11.600629806518555,-9.650400161743164
145,7.921004295349121,-8.173111915588379
146,9.46651840209961,-8.047394752502441
147,17.652751922607422,-9.000808715820312
148,0.056546203792095184,-8.019259452819824
149,-9.988845825195312,-7.531715393066406
150,3.3660144805908203,-7.833604335784912
151,10.11091136932373,-7.127480983734131
152,-18.492321014404297,-8.536293983459473
153,4.3367462158203125,-7.938789367675781
154,2.3281118869781494,-7.387657642364502
155,-11.635848999023438,-8.225970268249512
156,5.705394268035889,-8.288566589355469
157,-3.075915813446045,-8.088706970214844
158,-4.0515336990356445,-8.176399230957031
159,22.988571166992188,-8.34443187713623
160,25.53158187866211,-9.077847480773926
161,-10.55886459350586,-9.53134536743164
162,4.92232084274292,-8.43675422668457
163,-2.2177953720092773,-7.974977016448975
164,2.081599235534668,-9.393970489501953
165,3.919297456741333,-8.634310722351074
166,2.4453330039978027,-8.565202713012695
167,16.441125869750977,-9.485318183898926
168,0.9518526792526245,-8.916170120239258
169,-16.183557510375977,-9.780003547668457
170,4.640887260437012,-9.058398246765137
171,4.095429420471191,-9.259481430053711
172,6.936838150024414,-8.842759132385254
173,10.106627464294434,-7.993217468261719
174,-3.61708927154541,-8.739293098449707
175,-8.625652313232422,-8.649575233459473
176,-16.037002563476562,-8.926968574523926
177,-1.146336555480957,-8.322463989257812
178,4.849253177642822,-8.763995170593262
179,12.310890197753906,-7.277638912200928
180,6.412923336029053,-7.27515983581543
181,-2.915255546569824,-8.001683235168457
182,-4.899057865142822,-8.768168449401855
183,4.579201698303223,-7.7763142585754395
184,-11.081695556640625,-8.498668670654297
185,-1.8454275131225586,-7.561740875244141
186,0.1349080502986908,-7.974013805389404
187,-6.270325660705566,-7.699435234069824
188,-13.16013240814209,-8.376592636108398
189,23.118446350097656,-7.158246994018555
190,-11.655233383178711,-7.492212772369385
191,10.029651641845703,-7.4791646003723145
192,-0.5948214530944824,-7.0656633377075195
193,-11.767548561096191,-7.199920177459717
194,10.373022079467773,-8.22118854522705
195,-22.948545455932617,-7.701659679412842
196,15.911245346069336,-7.400847434997559
197,2.7932186126708984,-7.542952537536621
198,-5.861783027648926,-7.395337104797363
199,-8.718217849731445,-7.2797040939331055
200,-0.39429062604904175,-7.815576553344727
201,6.515212535858154,-6.313297748565674
202,13.925780296325684,-7.511361598968506
203,13.074956893920898,-7.139810562133789
204,-23.52610206604004,-9.012411117553711
205,4.585840225219727,-5.489813327789307
206,5.932746887207031,-7.228336334228516
207,-0.5907926559448242,-6.314685344696045
208,0.17876723408699036,-7.160154819488525
209,-8.7890625,-7.221124172210693
210,-3.584890127182007,-7.2633442878723145
211,20.204029083251953,-7.856359481811523
212,-2.137772798538208,-6.722757816314697
213,1.198939561843872,-6.407403469085693
214,-8.263545989990234,-7.243532180786133
215,5.781903266906738,-7.1559553146362305
216,0.9481955766677856,-7.945204257965088
217,3.677048683166504,-6.161984443664551
218,1.9009177684783936,-5.921796798706055
219,0.2017834186553955,-7.744303226470947
220,4.738470077514648,-7.4539690017700195
221,2.768775224685669,-7.1395111083984375
222,11.22452163696289,-7.432709693908691
223,6.121697425842285,-7.9344611167907715
224,3.8418731689453125,-6.426682472229004
225,0.03388812020421028,-8.112479209899902
226,-12.142125129699707,-7.890592575073242
227,5.620838165283203,-8.351156234741211
228,5.716248035430908,-7.898927688598633
229,19.406057357788086,-8.264942169189453
230,9.159171104431152,-7.431267738342285
231,-6.91384220123291,-7.392223834991455
232,0.5459741353988647,-7.2805914878845215
233,-2.525538921356201,-8.03735065460205
234,17.740468978881836,-7.340274333953857
235,3.8953189849853516,-4.9720964431762695
236,1.2833895683288574,-7.682538986206055
237,-13.520156860351562,-7.520915508270264
238,-1.5309468507766724,-7.3323516845703125
239,17.272993087768555,-6.876767158508301
240,4.989741325378418,-7.233364105224609
241,-0.8118835687637329,-7.613311767578125
242,0.877801239490509,-7.050614833831787
243,2.4106245040893555,-7.701179504394531
244,2.6900808811187744,-6.818714618682861
245,12.28495979309082,-7.704556941986084
246,1.2955790758132935,-7.432651996612549
247,-1.491764783859253,-6.440785884857178
248,8.164608001708984,-7.845636367797852
249,8.497034072875977,-7.1455793380737305
250,-1.7612569332122803,-7.199486255645752
251,5.2459306716918945,-7.577528476715088
252,-0.1923007220029831,-7.028995990753174
253,7.85903787612915,-6.719568252563477
254,16.498022079467773,-7.184752941131592
255,3.410727024078369,-6.391411781311035
256,5.212832927703857,-6.5538811683654785
257,-2.9973392486572266,-7.438678741455078
258,1.4764660596847534,-7.066047191619873
259,0.7314611077308655,-7.216513156890869
260,2.2172446250915527,-6.588386535644531
261,14.410820007324219,-7.065676212310791
262,0.8139687180519104,-7.250800132751465
263,13.066652297973633,-7.239423751831055
264,-1.066401481628418,-7.87832498550415
265,23.316116333007812,-7.483518600463867
266,0.10316510498523712,-7.438857555389404
267,8.683645248413086,-7.2757673263549805
268,5.489414215087891,-6.896538734436035
269,-3.664522647857666,-7.83455228805542
270,-6.415744781494141,-7.865361213684082
271,5.405247211456299,-7.819347381591797
272,8.73322868347168,-6.627988815307617
273,3.2857770919799805,-5.162707328796387
274,1.2370860576629639,-6.502867698669434
275,8.606240272521973,-7.076163291931152
276,5.652700424194336,-7.089537620544434
277,4.424112319946289,-8.065116882324219
278,0.6515511274337769,-6.7421875
279,14.740699768066406,-7.294880390167236
280,5.822279930114746,-6.17812967300415
281,5.833187580108643,-5.030328750610352
282,-3.1873183250427246,-7.378853797912598
283,-1.385157585144043,-7.7804365158081055
284,-4.780317306518555,-6.975685119628906
285,5.643199920654297,-6.605617046356201
286,2.737131118774414,-6.419074535369873
287,17.094274520874023,-6.172268390655518
288,1.496814489364624,-8.21298885345459
289,6.253331184387207,-7.221055507659912
290,7.4399003982543945,-7.11899471282959
291,5.104234218597412,-7.415553092956543
292,-6.7232208251953125,-6.921566009521484
293,2.9433541297912598,-7.2417449951171875
294,7.293214321136475,-6.776496410369873
295,-4.098735809326172,-7.369683265686035
296,-2.1293325424194336,-6.80698823928833
297,8.98781967163086,-7.111351490020752
298,7.408302307128906,-7.205113410949707
299,6.960600852966309,-6.304137706756592
300,-1.3397235870361328,-7.310755729675293
301,1.755735158920288,-6.437962532043457
302,0.383121132850647,-7.292778968811035
303,7.356527328491211,-6.747631072998047
304,11.244747161865234,-6.565324783325195
305,5.212368011474609,-6.050960540771484
306,5.707706451416016,-7.366877555847168
307,1.1675339937210083,-6.825552940368652
308,-1.5034351348876953,-6.994218349456787
309,-1.9617245197296143,-6.173469066619873
310,-2.6791884899139404,-7.42250394821167
311,12.13530158996582,-7.300516128540039
312,5.221521377563477,-7.395243167877197
313,3.514829158782959,-7.063464164733887
314,-0.6784963607788086,-8.061065673828125
315,-6.343279838562012,-8.436491966247559
316,0.4700474441051483,-7.156366348266602
317,2.0214059352874756,-6.599327087402344
318,1.9676741361618042,-7.858959197998047
319,4.742571830749512,-6.038013935089111
320,3.21340012550354,-6.663312911987305
321,10.630447387695312,-7.39050817489624
322,6.107217788696289,-6.744803428649902
323,4.718875885009766,-6.710399150848389
324,-5.447748184204102,-6.533661842346191
325,1.5641074180603027,-7.219534397125244
326,3.0368270874023438,-6.747791290283203
327,-5.768945693969727,-7.019723892211914
328,3.2044899463653564,-7.468865871429443
329,6.49432897567749,-7.162857532501221
330,9.004115104675293,-6.696085453033447
331,-5.265631675720215,-7.401460647583008
332,4.120907306671143,-7.456236362457275
333,-1.0673980712890625,-7.907031059265137
334,5.241781234741211,-7.148542404174805
335,1.0702987909317017,-7.013862133026123
336,3.913867473602295,-7.742086887359619
337,-9.09739875793457,-6.306298732757568
338,0.4988213777542114,-7.097964763641357
339,3.412613868713379,-7.093323707580566
340,0.21021398901939392,-6.548746585845947
341,2.5950279235839844,-6.1468682289123535
342,5.413405895233154,-7.571280479431152
343,-3.245682716369629,-7.552864074707031
344,-1.4806077480316162,-6.734514236450195
345,-11.847654342651367,-7.504685878753662
346,-4.499822616577148,-7.558218955993652
347,-0.22028721868991852,-7.0808515548706055
348,14.005572319030762,-6.41806697845459
349,9.520980834960938,-6.844597816467285
350,5.61992073059082,-6.933250904083252
351,-1.918944001197815,-6.590005874633789
352,5.534930229187012,-6.535533905029297
353,-3.835766315460205,-6.87737512588501
354,-8.790338516235352,-7.435667037963867
355,-1.4051103591918945,-6.7399139404296875
356,1.1401638984680176,-6.842918395996094
357,9.86505126953125,-7.463279724121094
358,0.16905581951141357,-6.804965019226074
359,5.7976975440979,-6.749781131744385
360,1.2753390073776245,-7.537472248077393
361,-4.431589603424072,-6.805246353149414
362,0.3398684859275818,-6.31428861618042
363,2.284639835357666,-6.929622173309326
364,-5.37130880355835,-6.239733695983887
365,-6.57214879989624,-7.517665386199951
366,-5.303424835205078,-6.905196666717529
367,2.455291748046875,-7.025832176208496
368,-5.080872058868408,-6.974914073944092
369,4.203052997589111,-6.263359546661377
370,10.860397338867188,-7.753843307495117
371,0.8696914911270142,-7.384918212890625
372,5.137739181518555,-6.868473529815674
373,8.806939125061035,-7.1644158363342285
374,-11.036815643310547,-6.738367080688477
375,-3.4359803199768066,-6.309847831726074
376,-0.9723857641220093,-6.656015872955322
377,-1.3496705293655396,-6.823695182800293
378,-3.3251700401306152,-7.33067512512207
379,-9.30062484741211,-6.58565616607666
380,1.275392770767212,-6.337839603424072
381,6.891538143157959,-7.29042387008667
382,-0.45970335602760315,-7.252427101135254
383,3.1679601669311523,-6.731100559234619
384,-5.6476030349731445,-6.804841041564941
385,6.626592636108398,-7.284491062164307
386,10.25190544128418,-7.751518249511719
387,1.7382051944732666,-6.2025651931762695
388,-3.2135467529296875,-6.747889041900635
389,-3.3986024856567383,-7.775570869445801
390,-4.3148603439331055,-6.641826629638672
391,-9.251474380493164,-6.630572319030762
392,-10.681442260742188,-7.124499797821045
393,0.806500256061554,-5.792786598205566
394,7.641572952270508,-6.767613887786865
395,0.6829847693443298,-6.592652797698975
396,1.3413172960281372,-7.16695499420166
397,6.082434177398682,-6.771664619445801
398,1.573052167892456,-7.366426467895508
399,-2.6105079650878906,-6.346273899078369
400,0.9416842460632324,-6.603543758392334
401,0.5110844969749451,-7.383457660675049
402,-6.800045490264893,-6.988157272338867
403,-2.535734176635742,-6.623773574829102
404,-4.192944526672363,-7.530478477478027
405,-8.463394165039062,-6.135986804962158
406,2.7398569583892822,-6.005266189575195
407,4.08895206451416,-6.786776065826416
408,-2.9644687175750732,-7.046243190765381
409,-3.166159152984619,-6.7818756103515625
410,5.178421974182129,-7.247921943664551
411,-1.7977200746536255,-7.231459617614746
412,6.230085849761963,-6.585332870483398
413,4.4378252029418945,-6.315125465393066
414,2.402070999145508,-6.002248764038086
415,0.620834469795227,-6.843029499053955
416,-4.289339542388916,-7.128178119659424
417,-9.141097068786621,-6.974024295806885
418,-6.201738357543945,-6.815962314605713
419,2.929866313934326,-6.426335334777832
420,3.8325095176696777,-6.335684299468994
421,3.730985164642334,-7.17275857925415
422,1.6060829162597656,-6.656699180603027
423,-0.9534310102462769,-6.518914222717285
424,-5.378659248352051,-7.117323875427246
425,1.8483394384384155,-6.5362138748168945
426,4.954409599304199,-5.362536907196045
427,3.9135677814483643,-7.065672874450684
428,-2.7402307987213135,-6.1203227043151855
429,-3.29080867767334,-7.03529167175293
430,-6.832122802734375,-7.391818046569824
431,-5.008383750915527,-6.2796630859375
432,-9.66353988647461,-6.68533992767334
433,-5.370314121246338,-6.091599464416504
434,1.8612582683563232,-6.606283187866211
435,4.202703952789307,-6.546898365020752
436,1.0313875675201416,-6.249495029449463
437,3.5918521881103516,-6.65805721282959
438,-3.323054075241089,-6.5464277267456055
439,-8.83355712890625,-6.498089790344238
440,-5.049014091491699,-7.437420845031738
441,-1.35675048828125,-6.5335373878479
442,2.313891887664795,-6.388298988342285
443,1.3256964683532715,-6.2627668380737305
444,2.629202365875244,-6.2731547355651855
445,-3.181607246398926,-6.4034624099731445
446,-6.84769868850708,-6.155981063842773
447,-5.508404731750488,-6.069327354431152
448,-6.2689313888549805,-5.365801811218262
449,-0.7108237743377686,-6.435636520385742
450,-1.9119749069213867,-6.775267601013184
451,2.3308019638061523,-6.411779880523682
452,6.5668535232543945,-6.739164352416992
453,0.641834020614624,-6.604021072387695
454,-7.392024040222168,-6.498663425445557
455,-7.529938220977783,-6.610391616821289
456,-4.543745517730713,-6.707441329956055
457,-8.666610717773438,-6.454500198364258
458,-0.9137551784515381,-5.246542453765869
459,3.8468830585479736,-6.678016185760498
460,5.734315872192383,-6.245730400085449
461,-2.613642454147339,-5.9286394119262695
462,6.578110694885254,-6.511326789855957
463,0.39397186040878296,-6.50927734375
464,0.9023938179016113,-6.132909774780273
465,-3.7278730869293213,-6.044979095458984
466,-5.958514213562012,-6.367443561553955
467,-0.36187368631362915,-5.76529598236084
468,-3.9277632236480713,-6.015715599060059
469,-4.494697570800781,-5.357051849365234
470,-0.8561230301856995,-5.488702774047852
471,3.9428606033325195,-5.731272220611572
472,-1.1598310470581055,-6.954710006713867
473,0.411841481924057,-6.407436370849609
474,0.8377799391746521,-6.0167131423950195
475,0.7643481492996216,-6.780031204223633
476,-0.7033272981643677,-5.24329137802124
477,-4.901514053344727,-6.087368965148926
478,-4.267291069030762,-5.843194007873535
479,-3.818756341934204,-6.917724132537842
480,-4.91008186340332,-6.529364109039307
481,-0.04804156720638275,-6.531038284301758
482,-2.583437919616699,-5.878240585327148
483,3.506757974624634,-6.558062553405762
484,2.7999370098114014,-6.1727824211120605
485,-14.955209732055664,-6.591797828674316
486,-5.838526725769043,-5.293121337890625
487,-4.945077419281006,-6.407120227813721
488,-1.2299485206604004,-6.87619686126709
489,1.7000842094421387,-6.911806106567383
490,-5.3338823318481445,-6.505297660827637
491,-0.18418088555335999,-6.081821441650391
492,-1.4202420711517334,-6.242657661437988
493,-7.763152122497559,-6.277626037597656
494,-4.729440689086914,-6.49994421005249
495,-7.952846527099609,-7.666248321533203
496,-5.432976722717285,-6.686047554016113
497,0.8715295791625977,-4.965906620025635
498,2.4662163257598877,-6.358453750610352
499,-5.990140438079834,-5.368858337402344
500,-3.34470534324646,-5.855332374572754
501,1.6293689012527466,-6.231935501098633
502,-5.529903411865234,-6.833189487457275
503,-6.132307052612305,-6.729476451873779
504,-4.1690754890441895,-6.821062088012695
505,-5.5744500160217285,-6.071887016296387
506,-0.4485349655151367,-6.60477876663208
507,-1.7476658821105957,-6.294732570648193
508,-2.221775531768799,-5.832016468048096
509,-0.6515223979949951,-5.759007930755615
510,-6.102768898010254,-6.490460395812988
511,-8.588879585266113,-5.982141494750977
512,0.23523719608783722,-7.06788969039917
513,-2.5361151695251465,-6.484991550445557
514,-0.9555842876434326,-6.17579460144043
515,-0.9970042705535889,-6.036632537841797
516,-4.845277786254883,-6.463260650634766
517,-2.917973041534424,-6.999266147613525
518,-7.231021404266357,-5.764537334442139
519,1.1518361568450928,-6.206823825836182
520,-2.8220691680908203,-7.191744804382324
521,-5.034801959991455,-5.688346862792969
522,-4.710305690765381,-6.713403224945068
523,-7.756052017211914,-5.859641075134277
524,-8.72114086151123,-6.929068565368652
525,-1.3288555145263672,-6.3718695640563965
526,-1.9539868831634521,-4.754999160766602
527,-0.014241434633731842,-5.686303615570068
528,-3.311033248901367,-6.667740345001221
529,-8.503291130065918,-5.098385334014893
530,-9.765856742858887,-6.217297554016113
531,-5.919004440307617,-6.175258159637451
532,-5.6278510093688965,-5.838519096374512
533,-10.41261100769043,-5.914089202880859
534,-2.5269718170166016,-6.306064128875732
535,2.0912535190582275,-6.201568603515625
536,3.087538719177246,-6.528352737426758
537,-0.2948351204395294,-5.863473892211914
538,-10.400842666625977,-6.630799293518066
539,-12.132105827331543,-6.445821285247803
540,-2.479269027709961,-5.712240219116211
541,-3.448056936264038,-5.962698936462402
542,-4.620649337768555,-6.452836990356445
543,-0.6471235156059265,-5.664885997772217
544,3.371541976928711,-7.18656587600708
545,-9.761703491210938,-6.4455647468566895
546,-5.3939208984375,-6.18864631652832
547,-4.059284687042236,-6.260891914367676
548,-0.945548415184021,-6.0939717292785645
549,-10.739423751831055,-5.123323917388916
550,-3.7056827545166016,-5.642046928405762
551,-5.394150733947754,-5.317470550537109
552,-7.084083557128906,-6.912066459655762
553,-2.4993433952331543,-5.90102481842041
554,-6.817593574523926,-6.085695266723633
555,-2.4163362979888916,-6.146763801574707
556,-5.975595474243164,-6.2729811668396
557,-13.906275749206543,-6.487940311431885
558,-10.093982696533203,-6.460967063903809
559,-5.240469932556152,-6.3472161293029785
560,-5.099844932556152,-5.559164047241211
561,-1.7202327251434326,-5.6915106773376465
562,0.2900637984275818,-6.481808185577393
563,0.7777295112609863,-6.34051513671875
564,-0.6219680309295654,-5.512632369995117
565,-13.15452766418457,-6.94207239151001
566,-10.445941925048828,-5.6725945472717285
567,-12.295259475708008,-5.951945781707764
568,-1.2484095096588135,-5.3875555992126465
569,-1.689846158027649,-6.004476547241211
570,0.26653292775154114,-5.741698265075684
571,-2.2245290279388428,-6.498115539550781
572,-3.573040723800659,-5.735040187835693
573,-9.774599075317383,-5.982012748718262
574,-7.864892959594727,-4.971863269805908
575,-9.139617919921875,-6.107859134674072
576,-7.554043292999268,-6.411783695220947
577,-4.390918731689453,-5.560450077056885
578,-5.357253074645996,-6.154767036437988
579,-10.340187072753906,-6.080850601196289
580,-3.7222986221313477,-6.100381851196289
581,0.2813785672187805,-6.594692707061768
582,-1.4467822313308716,-5.397890567779541
583,-5.5617499351501465,-5.3660197257995605
584,-9.77739143371582,-6.077914237976074
585,-9.19228744506836,-6.101273059844971
586,-2.9801316261291504,-5.576820373535156
587,-8.179506301879883,-5.837469100952148
588,-7.025566577911377,-5.634479999542236
589,-5.909545421600342,-5.866972923278809
590,-6.761994361877441,-5.783109188079834
591,-8.11618423461914,-5.871278285980225
592,-1.3536689281463623,-6.082579135894775
593,-4.031986236572266,-5.311835765838623
594,-2.9742047786712646,-6.214064121246338
595,-2.3747167587280273,-5.974831581115723
596,-6.02783203125,-5.92313814163208
597,-9.842140197753906,-5.324692249298096
598,-15.838397979736328,-5.470907211303711
599,-5.984889030456543,-5.917184352874756
600,0.08812709897756577,-6.319984436035156
601,2.7191975116729736,-6.243734359741211
602,-0.3363848626613617,-5.646340370178223
603,-1.6169710159301758,-5.402963638305664
604,-9.162321090698242,-5.493340015411377
605,-6.8272294998168945,-5.510308265686035
606,-9.315885543823242,-5.964598655700684
607,-6.448378562927246,-5.4620747566223145
608,-2.86783504486084,-4.939236164093018
609,0.8714004755020142,-5.768418312072754
610,-4.061814785003662,-5.1366071701049805
611,-5.758584022521973,-5.410859107971191
612,-5.069187164306641,-4.8293232917785645
613,-6.575801849365234,-5.548433780670166
614,-3.4916939735412598,-5.737688064575195
615,-2.177279472351074,-5.44902229309082
616,-3.9254119396209717,-5.384273529052734
617,-7.374956130981445,-4.897951126098633
618,-6.437321662902832,-5.220748424530029
619,-4.149478912353516,-5.276521682739258
620,-8.096277236938477,-5.618603706359863
621,-7.016209602355957,-5.43424654006958
622,0.20103991031646729,-5.890470027923584
623,4.760843276977539,-6.033125877380371
624,1.8973737955093384,-6.495792865753174
625,1.3864907026290894,-5.271528720855713
626,-4.5636372566223145,-5.504592418670654
627,-2.682075262069702,-5.189331531524658
628,-9.294853210449219,-5.155125617980957
629,-10.055561065673828,-5.976273536682129
630,-1.423153281211853,-5.223728179931641
631,0.4085538685321808,-5.335202693939209
632,-6.351464748382568,-5.000244617462158
633,-7.630781173706055,-5.897265434265137
634,-13.13304615020752,-5.7710957527160645
635,-7.849674224853516,-4.9069294929504395
636,-9.919066429138184,-5.378171920776367
637,-1.5098521709442139,-5.636794090270996
638,1.0693933963775635,-5.083425521850586
639,-2.600131034851074,-5.342844009399414
640,-4.613960266113281,-5.425508499145508
641,-14.059703826904297,-5.483201026916504
642,-11.811031341552734,-4.985800266265869
643,-6.37580680847168,-5.444882392883301
644,-1.4494709968566895,-5.338918209075928
645,2.090505361557007,-5.707378387451172
646,2.250274658203125,-5.905707836151123
647,-0.8472968339920044,-5.119438648223877
648,-3.8789877891540527,-6.384705543518066
649,-10.073405265808105,-4.808187961578369
650,-11.652918815612793,-5.060415744781494
651,-9.873701095581055,-4.828427791595459
652,-5.09003210067749,-5.193480491638184
653,-0.2745109498500824,-5.7314372062683105
654,1.5335798263549805,-6.0568623542785645
655,-3.6404757499694824,-5.676433563232422
656,-7.516574382781982,-6.115543365478516
657,-8.062091827392578,-5.180545330047607
658,-7.878499984741211,-5.349671363830566
659,-2.5029280185699463,-5.556077003479004
660,-2.647979974746704,-5.471653938293457
661,-0.5915789604187012,-5.066101551055908
662,-6.063916206359863,-5.825727939605713
663,-3.8958797454833984,-4.32277250289917
664,-0.6216765642166138,-5.425700664520264
665,-3.515998363494873,-5.3006062507629395
666,-4.298953533172607,-5.589910507202148
667,-4.443906784057617,-5.099845886230469
668,-2.7167019844055176,-4.750089645385742
669,-4.267884731292725,-5.820535659790039
670,-6.062451362609863,-5.847029209136963
671,-9.818778991699219,-5.357323169708252
672,0.08968792855739594,-5.896816253662109
673,-1.203469157218933,-5.600622177124023
674,3.142392158508301,-5.579148292541504
675,-2.2179040908813477,-4.129913330078125
676,-4.148032188415527,-5.1077470779418945
677,-8.65713882446289,-4.813199996948242
678,-14.354020118713379,-5.354991436004639
679,-13.072063446044922,-5.799400329589844
680,-5.241169452667236,-4.790257453918457
681,-6.028603553771973,-4.916670322418213
682,-0.8298482894897461,-5.2904815673828125
683,2.197915554046631,-5.222838401794434
684,-0.2666855454444885,-5.707084655761719
685,-3.994335174560547,-5.449702262878418
686,-2.1515190601348877,-4.37628173828125
687,-11.966699600219727,-4.7024922370910645
688,-10.423364639282227,-4.982192039489746
689,-11.067665100097656,-5.516488075256348
690,-2.449770927429199,-4.764081954956055
691,1.9348605871200562,-5.720467567443848
692,-1.297621250152588,-5.198251724243164
693,-7.707547187805176,-5.356496810913086
694,-6.061467170715332,-4.976182460784912
695,-9.89234447479248,-5.2588701248168945
696,-7.8338727951049805,-5.816207408905029
697,-2.9840898513793945,-4.768604755401611
698,-2.680126428604126,-5.240847110748291
699,-5.12319803237915,-5.548217296600342
700,-4.4766764640808105,-4.799867630004883
701,-7.539974212646484,-4.542675971984863
702,-8.200454711914062,-5.2600998878479
703,-5.58806037902832,-5.590268135070801
